Empresa;Departamento;Municipio;Número único de identificación del sistema de tratamiento (NUPTAR);Caudal medio anual a la entrada (L/S);Caudal medio anual a la salida (LTS/SG);pH Unidades;Temperatura (°C);Sóidos Totales (mg/litro);DBO (Kg/Día);DQO (Kg/Día;Fecha de cargue;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL DOVIO;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;FLORIDA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;FLORIDA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;FLORIDA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;FLORIDA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;FLORIDA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;GINEBRA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;GINEBRA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;GINEBRA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;GINEBRA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;GINEBRA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;GUACARI;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;GUACARI;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;GUACARI;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;GUACARI;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;GUACARI;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;JAMUNDI;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;JAMUNDI;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;JAMUNDI;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;JAMUNDI;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;JAMUNDI;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA CUMBRE;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA CUMBRE;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA CUMBRE;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA CUMBRE;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA CUMBRE;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA UNION;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA UNION;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA UNION;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA UNION;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA UNION;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA VICTORIA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA VICTORIA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA VICTORIA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA VICTORIA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;LA VICTORIA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;OBANDO;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;OBANDO;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;OBANDO;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;OBANDO;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;OBANDO;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;PRADERA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;PRADERA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;PRADERA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;PRADERA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;PRADERA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;RIOFRIO;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;RIOFRIO;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;RIOFRIO;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;RIOFRIO;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;RIOFRIO;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ROLDANILLO;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ROLDANILLO;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ROLDANILLO;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ROLDANILLO;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ROLDANILLO;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;SAN PEDRO;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;SAN PEDRO;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;SAN PEDRO;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;SAN PEDRO;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;SAN PEDRO;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;SEVILLA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;SEVILLA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;SEVILLA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;SEVILLA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;SEVILLA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;TORO;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;TORO;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;TORO;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;TORO;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;TORO;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;TRUJILLO;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;TRUJILLO;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;TRUJILLO;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;TRUJILLO;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;TRUJILLO;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;VIJES;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;VIJES;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;VIJES;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;VIJES;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;VIJES;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;YOTOCO;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;YOTOCO;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;YOTOCO;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;YOTOCO;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;YOTOCO;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ZARZAL;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ZARZAL;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ZARZAL;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ZARZAL;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ZARZAL;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
UNIDAD  DE SERVICIOS PUBLICOS DOMICILIARIOS DE PALMAR - SANTANDER;SANTANDER;PALMAR;3582;1.9;1.9;0;0;0;0;0;25-mar-25;;
UNIDAD ADMINISTRADORA DE LOS SERVICIOS PÚBLICOS DE JESÚS MARÍA ;SANTANDER;JESUS MARIA;7359;5;4;0;0;0;0;0;12-mar-25;;
UNIDAD DE SERVICIOS PUBLICOS DE ACUEDUCTO; ALCANTARILLADO Y ASEO;SANTANDER;CALIFORNIA;7302;0;0;0;0;0;0;0;29-JAN-25;
UNIDAD DE SERVICIOS PUBLICOS DE MATANZA;SANTANDER;MATANZA;8539;5;5;0;0;0;0;0;29-AUG-25;;
UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE CHIQUIZA;BOYACA;CHIQUIZA;6919;0;0;0;0;0;0;0;6-feb-25;;
UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE GUACA ;SANTANDER;GUACA;2882;0;0;0;0;0;0;0;3-jun-25;;
UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE GUACA ;SANTANDER;GUACA;2883;0;0;0;0;0;0;0;3-jun-25;;
UNIDAD DE SERVICIOS PÚBLICOS DEL MUNICIPIO DE ENTRERRIOS;ANTIOQUIA;ENTRERRIOS;2743;4.956;4.708;7.03;21.5;131.3;246.1;434;9-oct-25;;
UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE TUNUNGUA;BOYACA;TUNUNGUA;1362;3;2;7.6;20;72;32;86;7-mar-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;BARRANCAS;7459;37;19;8.25;31.49;18;4;62;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;BARRANCAS;7460;2;1;7.17;28.68;19;4;28;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;BARRANCAS;7461;23;14;8.12;28.93;14.47;16;74;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;BARRANCAS;7462;0;21.19;7.5;32.58;17;9;80;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;BARRANCAS;7463;2;2;7.26;28.54;18;4;45;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;BARRANCAS;7464;30.87;13.97;8.28;30.88;17.5;6;68;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;BARRANCAS;7465;10;5;7.25;31.51;18;4;71;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;BARRANCAS;7466;59.17;42;7.38;30.71;10.8;5;48;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;BARRANCAS;7467;56.14;30.63;7.2;29.54;16;4;48;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;BARRANCAS;7468;6;3;8.41;33.21;25;4;52;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;DISTRACCIÓN;7459;37;19;8.25;31.49;18;4;62;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;DISTRACCIÓN;7460;2;1;7.17;28.68;19;4;28;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;DISTRACCIÓN;7461;23;14;8.12;28.93;14.47;16;74;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;DISTRACCIÓN;7462;0;21.19;7.5;32.58;17;9;80;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;DISTRACCIÓN;7463;2;2;7.26;28.54;18;4;45;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;DISTRACCIÓN;7464;30.87;13.97;8.28;30.88;17.5;6;68;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;DISTRACCIÓN;7465;10;5;7.25;31.51;18;4;71;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;DISTRACCIÓN;7466;59.17;42;7.38;30.71;10.8;5;48;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;DISTRACCIÓN;7467;56.14;30.63;7.2;29.54;16;4;48;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;DISTRACCIÓN;7468;6;3;8.41;33.21;25;4;52;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;EL MOLINO;7459;37;19;8.25;31.49;18;4;62;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;EL MOLINO;7460;2;1;7.17;28.68;19;4;28;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;EL MOLINO;7461;23;14;8.12;28.93;14.47;16;74;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;EL MOLINO;7462;0;21.19;7.5;32.58;17;9;80;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;EL MOLINO;7463;2;2;7.26;28.54;18;4;45;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;EL MOLINO;7464;30.87;13.97;8.28;30.88;17.5;6;68;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;EL MOLINO;7465;10;5;7.25;31.51;18;4;71;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;EL MOLINO;7466;59.17;42;7.38;30.71;10.8;5;48;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;EL MOLINO;7467;56.14;30.63;7.2;29.54;16;4;48;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;EL MOLINO;7468;6;3;8.41;33.21;25;4;52;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;FONSECA;7459;37;19;8.25;31.49;18;4;62;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;FONSECA;7460;2;1;7.17;28.68;19;4;28;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;FONSECA;7461;23;14;8.12;28.93;14.47;16;74;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;FONSECA;7462;0;21.19;7.5;32.58;17;9;80;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;FONSECA;7463;2;2;7.26;28.54;18;4;45;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;FONSECA;7464;30.87;13.97;8.28;30.88;17.5;6;68;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;FONSECA;7465;10;5;7.25;31.51;18;4;71;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;FONSECA;7466;59.17;42;7.38;30.71;10.8;5;48;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;FONSECA;7467;56.14;30.63;7.2;29.54;16;4;48;17-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;FONSECA;7468;6;3;8.41;33.21;25;4;52;16-JAN-25;;
VEOLIA AGUAS DE LA GUAJIRA S.A.S E.S.P.;LA GUAJIRA;HATONUEVO;7459;37;19;8.25;31.49;18;4;62;16-JAN-25;;
